V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,target
0.068,-0.055,-0.224,0.031,-0.456,-0.006,0.862,1.175,0.403,0.042,0.997,0.285,-0.605,0.546,1.378,-0.99,0.511,-0.366,-0.112,0.351,0.418,-0.484,0.872,0.339,-0.026,-0.649,1.604,0.225,2.141,-0.634,0.357,0.105,1.374,-0.269,-0.515,0.364,0.426,0.233,-0.274
0.414,0.071,-0.659,0.16,-0.01,0.005,0.54,1.142,0.281,0.042,-0.476,0.266,-0.042,1.005,1.357,-0.16,-0.381,-0.366,0.067,0.895,0.109,-1.078,0.872,0.342,-1.189,-1.28,0.334,0.261,0.137712257618,0.171,0.163,-0.109,-0.3,-0.04,-0.14,0.364,-0.793,-1.375,-0.008
-0.566,0.35042033371151843,-1.423,0.016,-0.41,-0.135,0.466,1.123,-0.731,0.042,0.806,-0.165,-0.435,0.511,1.082,-0.049,-0.121,-0.366,0.068,1.566,-0.357,-0.732,1.068,0.357,-1.189,-1.42,-1.44,0.3359893617021276,0.06,-0.079,0.982,-0.265,0.174,-0.04,-0.19,0.364,1.28,1.096,-1.07
0.189,-0.055,-1.114,-0.049,-0.251,-0.546,0.459,1.123,-0.048,0.042,-0.994,-0.803,0.308,1.372,1.272,-0.067,-0.475,-0.676,0.079,1.427,-0.487,-1.352,1.068,0.354,-1.191,-1.594,-1.303,0.234,-0.455,0.378,0.323,-0.564,0.477,-0.04,-0.29,0.364,-0.743,-0.785,-0.117
0.501,0.436,-0.978,0.005,0.222,-0.099,0.583,1.077,0.156,0.042,-0.164,0.079,0.627,0.932,1.394,0.152,-0.194,-0.764,0.082,1.39,-0.263,-0.972,0.872,0.348,-1.19,-1.542,-1.256,0.173,-0.457,0.306,0.41,0.032,1.654,-0.04,-0.29,0.364,-0.543,0.058,0.011
0.181,0.056,-1.16,-0.032,0.209,-0.66,0.617,1.101,-0.429,0.042,-0.329,-1.283,0.684,1.372,1.466,0.152,-0.198,-0.366,0.065,1.48,-0.117,-1.529,0.954,0.353,-1.19,-1.521,-1.463,0.189,-0.454,0.44,1.009,-0.072,1.119,-0.04,-0.29,0.364,-0.331,-0.065,-0.094
0.537,0.339,-0.839,0.103,0.175,-0.386,0.749,1.101,0.05,0.042,-0.747,-0.336,0.686,0.724,1.313,0.277,-0.224,-0.366,0.072,1.248,0.11,-0.715,1.068,0.35,-1.19,-1.447,-1.202,0.234,-0.456,0.573,0.315,-0.04,0.17712913916229506,-0.04,-0.29,0.364,-0.117,-0.618,0.093
-0.0,-0.325,-1.161,0.069,-0.074,-0.42,0.777,1.144,-0.485,0.042,-0.067,-0.585,0.25,1.38,1.389,0.277,-0.075,-0.366,0.072,1.274,-0.189,-1.479,1.068,0.338,-1.19,-1.519,-1.18,0.092,-0.457,0.047,0.834,-0.281,1.658,-0.04,-0.102,0.364,0.22,-0.061,-0.021
0.104,-0.155,-0.784,-0.551,-0.432,-1.13,0.7,1.143,0.027,0.042,0.2513143946091433,-1.996,-0.586,1.589,1.363,-1.294,0.081,-0.366,0.075,1.504,-0.004,-1.879,0.872,0.342,2.415,0.616,-1.232,0.142,1.517,-0.84,-0.224,-0.261,0.081,-0.04,0.048,0.364,0.22761818775662554,-1.356,-0.851
-0.356,0.022,-0.443,-0.512,0.13554063955030357,-0.322,1.109,1.292,0.483,0.042,-1.131,-0.301,-0.811,1.626,1.575,-1.196,0.404,-0.366,0.058,1.124,0.668,-1.502,0.872,0.339,2.421,0.277,-0.799,0.306,-0.456,-1.321,-0.608,-0.006,-0.9,-0.04,0.048,0.364,-0.71,-1.022,-0.279
-0.356,0.35042033371151843,-0.775,-0.277,-0.117,-0.153,1.195,1.292,-0.281,0.042,0.932,-0.005,-0.552,0.727,1.712,-0.958,0.526,0.165,0.068,1.093,-0.004,-0.684,0.872,0.346,2.423,-0.181,-0.905,0.028,-0.459,-0.975,0.159,0.01,0.323,-0.04,0.048,0.364,0.232,0.883,0.015
0.25,0.097,-1.053,-0.124,0.649,-0.217,1.064,1.39,-0.511,0.042,-0.073,-0.264,-0.598,1.391,1.744,-0.958,0.177,0.342,0.057,1.432,-0.058,-1.389,0.872,0.345,0.558,-0.858,-0.928,0.304,-0.451,-0.542,0.059,-0.084,0.323,-0.04,0.048,0.364,0.386,0.185,0.48
1.065,0.793,-0.524,-0.133,0.797,-0.579,1.145,1.39,0.774,0.042,0.167,-0.842,1.07,1.402,1.72,0.099,0.209,0.43,0.074,1.672,0.132,-1.327,0.872,0.345,-1.191,-1.361,-1.029,0.478,-0.455,0.548,-0.336,0.363,-0.533,-0.04,0.048,0.364,0.075,-1.084,0.843
0.982,0.837,-0.549,-0.032,0.678,-0.235,1.276,1.39,0.945,0.042,0.406,-0.034,1.062,0.47,1.758,0.801,0.598,0.165,0.072,1.004,0.038,-0.474,0.872,0.351,-1.191,-1.476,-1.127,0.446,-0.452,0.548,-0.069,0.386,-0.134,-0.04,0.048,0.364,0.454,-0.495,0.961
0.454,0.233,-0.996,-0.078,0.656,-0.753,1.135,1.454,0.358,0.042,0.234,-1.349,0.76,1.43,1.797,1.017,0.507,0.165,0.079,1.418,-0.388,-1.409,0.872,0.351,-1.19,-1.557,-1.006,0.39,-0.454,1.1,-0.223,0.36,1.689,-0.04,0.048,0.364,1.023,-0.028,0.318
0.992,0.956,-0.734,-0.004,0.85,-0.894,1.139,1.454,0.958,0.042,0.048,-1.669,1.455,1.615,1.875,1.32,0.495,0.165,0.077,1.06,-0.292,-1.637,0.872,0.35,-1.191,-0.12150297636588671,-1.1,0.447,-0.452,1.479,-0.139,0.724,0.453,-0.04,0.048,0.364,-0.092,-0.359,0.639
0.729,0.633,-0.829,-0.017,0.757,-0.359,1.156,1.436,0.478,0.042,0.524,-0.307,1.339,0.688,1.93,1.603,0.545,0.165,0.063,1.093,-0.371,-0.63,1.068,0.343,-1.191,-1.592,-0.934,0.293,-0.454,1.605,0.041,0.634,0.72,-0.04,0.048,0.364,0.235,0.361,0.498
0.634,0.453,-1.063,-0.093,0.63,-0.469,1.056,1.422,0.242,0.042,-0.141,-0.53,1.172,1.222,1.935,1.603,0.381,0.165,0.071,0.774,-0.657,-1.147,1.068,0.345,-1.19,-0.12150297636588671,-0.711,0.217,-0.453,1.324,0.219,0.264,0.283,-0.04,0.048,0.364,0.02,0.333,0.473
0.553,0.391,-0.944,-0.268,0.266,-0.074,1.019,1.408,0.057,0.042,-0.0,0.288,0.927,0.168,1.963,1.377,0.163,0.165,0.078,1.166,-0.897,-0.238,1.068,0.346,-1.191,-0.12150297636588671,-0.885,0.198,-0.45,0.93,0.352,0.185,1.16,-0.04,0.048,0.364,-0.244,-0.037,0.36
0.347,0.234,-1.081,-0.404,-0.053,-0.196,0.867,1.327,0.201,0.042,-0.157,-0.04,0.489,0.906,1.837,0.82,-0.026,0.165,0.065,0.734,-1.123,-0.865,0.872,0.348,-1.191,-0.12150297636588671,-0.557,0.171,-0.454,0.334,0.171,0.012,0.813,-0.04,0.048,0.364,-0.257,0.334,-0.098
0.385,0.272,-0.79,-0.467,-0.24,-0.508,0.878,1.272,-0.229,0.042,-0.478,-0.617,0.185,1.513,1.828,0.264,-0.032,-0.366,0.059,1.198,-1.13,-1.311,0.872,0.349,-1.191,-0.12150297636588671,-0.265,0.249,-0.454,-0.002,-0.667,0.054,-0.638,-0.04,0.048,0.364,-0.587,-0.782,0.018
-0.147,0.081,-0.786,-0.416,-0.65,0.128,0.974,1.27,0.104,0.042,0.422,0.712,-0.271,1.471,1.834,0.264,0.16,0.165,0.078,0.47,-1.264,-1.008,0.872,0.342,-1.191,-1.403,0.473,0.151,-0.453,-0.417,-0.332,0.246,-0.346,-0.04,0.048,0.364,-0.387,0.209,-0.35
0.026,-0.086,-1.193,-0.727,-0.137,-0.613,0.483,0.932,-0.59,0.042,-0.745,-0.881,0.017,1.643,1.939,-0.475,-0.683,-0.366,0.254,0.724,-1.63,-1.585,0.872,0.338,0.823,-0.12150297636588671,-0.213,0.246,-0.452,-0.213,-0.023,-0.534,-0.518,0.19,0.104,0.364,-0.971,-0.831,-0.583
-0.493,0.35042033371151843,-1.547,-0.931,-0.44,-0.237,0.568,0.932,-0.466,0.042,1.05,-0.289,-0.5,0.993,2.003,-0.446,-0.337,-0.366,0.245,0.959,-1.052,-0.987,0.872,0.355,0.823,-1.459,-0.188,0.3359893617021276,-0.455,-0.328,-0.022,-0.065,0.086,0.19,0.16,0.364,1.036,1.202,-2.187
0.08,-0.227,-1.298,-1.162,-0.213,-0.204,0.603,0.971,-0.168,0.042,0.2513143946091433,-0.187,-0.071,1.216,2.001,-0.266,-0.469,-0.366,0.255,0.538,-0.21,-1.153,0.51,0.351,0.823,-1.183,0.05,0.13,-0.454,-0.328,0.645,-0.479,0.357,0.19,0.16,0.364,-1.32,0.104,-1.135
0.378,0.108,-0.867,-0.307,-0.211,-0.353,0.87,0.996,0.284,0.042,0.141,-0.478,-0.31,0.988,1.818,-0.255,-0.018,-0.366,0.25,0.675,0.403,-0.97,0.51,0.344,0.822,-0.858,-0.215,0.283,-0.447,-0.467,0.381,-0.002,0.521,0.19,0.16,0.364,-0.22,-0.294,-0.363
0.409,0.067,-0.468,-0.276,-0.661,-1.085,1.021,1.096,0.475,0.042,0.548,-1.622,-0.348,1.43,1.729,-0.562,0.091,-0.366,0.252,1.043,0.699,-1.225,0.661,0.344,0.822,-0.947,-0.17,0.2,1.526,-0.687,0.504,0.158,0.586,0.19,0.16,0.364,0.264,-1.428,0.032
0.113,0.085,-0.691,-0.104,-0.491,-0.294,1.117,1.096,0.175,0.042,-0.128,-0.323,-0.398,1.733,1.735,-0.562,0.377,0.165,0.246,1.292,0.278,-1.58,0.872,0.351,0.824,-1.063,-0.107,0.286,1.526,-0.864,0.143,-0.006,-0.113,0.19,0.16,0.364,0.357,-0.597,0.34
-0.103,0.017,-0.673,-0.121,-0.553,-0.319,1.237,1.221,0.075,0.042,0.916,-0.22,-0.602,1.499,1.854,-0.821,0.458,0.165,0.252,1.129,-0.412,-1.154,0.51,0.344,0.821,-1.193,-0.082,0.182,1.526,-0.924,-0.788,0.051,-0.71,0.19,0.16,0.364,0.782,0.114,0.089
-0.247,-0.243,-0.945,-0.188,-0.111,-0.152,1.274,1.296,-0.037,0.042,0.228,0.069,-0.233,1.135,1.996,-0.797,0.386,0.165,0.442,0.878,-0.718,-0.883,0.51,0.339,0.42,-1.288,-0.283,0.09,1.522,-0.803,-0.44,0.204,-0.318,0.419,0.16,0.364,-0.131,0.633,-0.335
-0.448,0.35042033371151843,-1.143,-0.345,0.45,-0.14,1.197,1.349,-0.693,0.042,-1.398,0.075,-0.075,1.211,1.87,-0.792,0.005,0.165,0.443,1.289,-1.171,-0.966,0.872,0.349,-0.18,-1.337,-0.709,0.154,-0.456,-0.474,-0.364,-0.472,-0.296,0.419,0.16,0.364,-0.809,0.216,-0.257
0.03,-0.257,-1.135,-0.404,0.393,-0.238,1.159,1.351,-0.364,0.042,-0.584,-0.214,0.524,0.459,1.96,0.055,-0.083,0.165,0.438,1.653,-1.199,-0.566,0.721,0.351,-1.191,-1.51,-1.526,0.174,-0.456,-0.408,0.391,-0.451,0.502,0.419,0.16,0.364,-0.361,0.134,-0.212
0.066,-0.029,-1.346,-0.416,0.378,-0.462,0.981,1.351,-0.391,0.042,-0.242,-1.127,0.837,1.667,1.924,0.055,-0.133,0.165,0.426,1.587,-1.229,-1.718,0.51,0.344,-1.191,-0.12150297636588671,-1.286,0.099,-0.457,0.649,0.075,-0.167,0.179,0.419,0.16,0.364,-0.163,0.539,-0.302
-0.183,-0.247,-1.325,-0.677,-0.174,-0.365,0.768,1.186,-0.547,0.042,-0.526,-0.442,0.168,1.654,1.691,0.396,-0.368,0.165,0.437,0.847,-1.349,-1.461,0.51,0.337,-1.191,-0.12150297636588671,-0.52,0.054,-0.45,-0.13,0.162,-0.37,-0.027,0.419,0.16,0.364,-0.624,0.287,-0.514
0.25,0.198,-0.939,-0.652,-0.357,-0.279,0.865,1.183,0.135,0.042,-0.21,-0.206,0.203,1.272,1.693,-0.171,-0.327,0.165,0.437,0.837,-1.059,-1.064,0.51,0.337,-0.713,-0.12150297636588671,-0.685,0.236,-0.454,-0.327,-0.015,-0.37,0.995,0.419,0.16,0.364,-0.506,-0.427,-0.183
0.412,0.417,-0.815,-0.404,-0.102,-0.631,0.954,1.18,0.121,-0.03307235614231207,-0.252,-1.121,0.049,2.247,1.831,-0.515,-0.163,0.165,0.442,1.122,-1.059,1.656,0.872,0.341,0.969,-1.529,-0.165,0.215,-0.458,-0.347,0.269,0.204,0.293,0.419,0.16,0.364,-0.166,-0.64,-0.144
0.329,0.318,0.066,-0.562,0.135,-0.483,-0.141,-0.068,0.215,0.042,-0.978,-0.801,-0.202,1.587,1.081,-0.662,-0.384,1.227,-0.554,0.126,0.694,0.178,1.626,0.344,0.969,0.694,1.195,0.274,-0.458,-0.304,-0.936,0.36121099290780145,-1.046,-0.843,0.16,0.364,-1.13,-0.527,-0.176
-0.548,-0.638,-0.144,-0.436,-0.185,-0.083,0.124,-0.068,0.045,0.042,0.896,0.269,-1.008,1.272,1.187,-0.5,0.085,0.696,-0.57,-0.536,0.221,0.752,1.626,0.341,1.258,0.581,2.201,-0.012,-0.439,-0.495,-0.795,0.038,-0.818,-0.843,0.16,0.364,0.017,0.932,-1.006
0.273,0.187,-0.245,-0.69,0.159,-0.104,-0.024,0.024,-0.023,0.042,-0.912,0.147,-0.026,1.464,1.163,0.057,-0.713,0.43,-0.575,-0.22,-0.922,0.497,1.551,0.337,-0.481,-0.246,1.685,0.21,-0.44,0.202,-0.768,-0.587,-0.89,-0.843,0.16,0.364,-1.494,-0.906,0.421
-0.083,-0.062,-0.672,0.045,0.017,-0.157,-0.651,-0.571,-0.748,0.042,-0.794,-0.107,0.387,0.239,0.978,0.532,0.3742659574468085,0.762,-0.569,0.279,0.7,0.976,1.445,0.332,0.253,-0.688,1.271,-0.035,-0.461,0.454,-0.022,-0.712,0.678,-0.843,0.16,0.364,-1.346,0.54,-0.251
0.05,0.332,-0.308,-0.127,0.105,0.048,-0.483,-0.489,-0.33,0.042,0.228,0.241,-0.438,-0.147,0.926,-0.184,-1.14,0.961,-0.576,0.158,0.831,1.285,1.445,0.326,0.961,-0.886,1.101,0.146,-0.448,-0.169,0.252,-0.229,1.077,-0.843,0.16,0.364,0.016,-0.35,-0.012
0.03,0.225,-0.232,-0.126,-0.305,-0.107,-0.329,-0.419,-0.143,0.042,0.223,-0.168,-0.331,1.012,0.878,-0.307,-0.853,0.961,-0.57,-0.285,0.855,0.553,1.445,0.335,0.961,-0.759,1.306,0.198,-0.462,-0.728,0.152,-0.0,0.797,-0.843,0.16,0.364,0.56,-0.11,0.068
-0.411,0.225,0.214,-0.142,-0.923,-0.187,-0.121,-0.37,0.027,0.042,0.288,-0.071,-0.719,1.064,0.903,-0.926,-0.374,0.961,-0.575,0.029,0.699,0.661,1.445,0.333,1.397,-0.472,1.277,0.252,-0.463,-1.062,-0.552,0.357,0.252,-0.843,0.16,0.364,0.472,-1.082,-0.096
-0.598,0.376,0.171,-0.218,-0.68,-0.016,0.074,-0.157,0.179,0.042,-0.062,0.241,-0.583,-0.025,0.957,-1.395,-0.043,0.961,-0.567,0.239,0.608,1.286,1.445,0.343,1.401,-0.104,0.58,0.241,-0.445,-1.342,-0.386,0.498,-0.016,-0.843,0.16,0.364,-0.133,-0.011,-0.149
-0.679,-0.042,-0.278,-0.218,-0.542,-0.141,0.076,-0.157,-0.618,0.042,-0.884,-0.145,-0.182,0.839,0.915,-1.381,-0.14,0.961,-0.57,0.384,0.294,0.724,1.445,0.329,1.401,0.068,0.584,0.216,-0.007,-1.234,-0.099,0.109,0.126,-0.843,0.16,0.364,-0.236,-0.185,-0.168
0.274,0.138,0.215,-0.283,-0.303,-0.079,0.221,0.029,0.313,0.042,0.488,0.185,-0.42,-0.024,0.805,-1.069,-0.05,0.696,-0.561,0.528,0.131,1.344,1.445,0.34,1.401,-0.266,0.315,0.302,-0.453,-0.761,-0.29,0.222,0.51,-0.843,0.16,0.364,0.175,-0.353,0.467
-0.025,-0.203,-0.07,-0.354,0.162,-0.325,0.2,0.058,-0.378,0.042,0.137,-0.454,0.014,0.77,0.743,-0.921,-0.055,0.696,-0.579,0.59,-0.506,0.833,1.445,0.34,1.401,-0.369,0.528,0.201,-0.457,-0.866,-0.016,-0.167,0.535,-0.843,0.16,0.364,0.27,-0.038,0.24
0.318,0.252,0.066,-0.423,0.367,-0.667,0.215,0.138,0.052,0.042,-0.29,-1.182,0.171,1.247,0.734,-0.816,-0.025,0.961,-0.57,0.378,-0.58,0.366,1.068,0.335,1.402,-0.478,0.63,0.268,-0.459,-0.812,-0.098,0.176,1.246,-0.843,0.16,0.364,-0.294,-0.435,0.436
0.751,0.571,0.306,-0.397,0.335,-0.143,0.318,0.138,0.544,0.042,-0.278,-0.076,0.061,1.011,0.65,-0.493,0.018,0.961,-0.564,0.278,-0.391,0.552,1.068,0.337,1.402,-0.386,0.874,0.357,-0.46,-0.54,-0.388,0.176,0.335,-0.843,0.16,0.364,-0.364,-0.511,0.62
0.824,0.713,0.465,-0.497,0.214,-0.105,0.469,0.2,0.75,0.042,0.263,0.182,-0.041,-0.046,0.644,-0.493,0.448,0.961,-0.559,0.385,-0.292,1.271,1.068,0.344,1.543,-0.294,0.662,0.457,-0.46,-0.42,-0.215,0.534,0.529,-0.843,0.16,0.364,0.185,-0.394,0.806
0.442,0.418,0.175,-0.387,0.505,-0.119,0.405,0.262,-0.034,0.042,0.347,-0.236,0.359,1.348,0.687,-0.354,0.344,0.961,-0.566,0.093,-0.477,0.35,1.626,0.329,1.689,-0.318,0.947,0.207,-0.46,-0.42,-0.343,0.347,-0.213,-0.843,0.16,0.364,0.905,-0.22,0.065
0.523,0.454,0.167,-0.275,0.152,-0.039,0.491,0.307,0.578,0.042,0.298,0.243,0.065,0.17,0.751,-0.225,0.403,0.961,-0.563,0.077,-0.468,1.237,1.626,0.337,1.688,-0.239,1.094,0.249,-0.449,-0.22,-0.28,0.49,1.097,-0.843,0.16,0.364,-0.217,0.272,0.501
0.88,0.885,0.192,0.269,0.972,-0.075,0.398,0.343,0.514,0.042,-0.172,-0.053,0.478,0.366,0.634,-0.172,0.3,0.961,-0.566,0.137,-0.306,1.03,1.445,0.338,1.688,-0.333,1.127,0.457,-0.448,-0.263,-0.246,0.37,-0.109,-0.843,0.16,0.364,-0.181,-0.095,0.725
0.858,0.933,0.536,0.584,1.165,-0.118,0.448,0.343,1.144,0.042,0.356,0.077,0.711,0.182,0.762,-0.162,0.532,0.961,-0.558,0.266,-0.065,1.183,1.445,0.342,1.689,-0.315,1.198,0.375,-0.461,0.353,-0.243,0.983,-0.031,-0.843,0.16,0.364,-0.102,0.222,0.892
1.074,1.058,0.491,0.963,0.951,-0.093,0.447,0.408,0.987,0.042,0.217,-0.353,0.417,1.175,0.805,0.406,0.466,0.961,-0.576,-0.041,0.054,0.404,1.445,0.343,1.689,-0.319,1.249,0.506,-0.459,0.647,-0.022,0.862,-0.07,-0.843,0.16,0.364,0.395,-0.569,0.71
0.699,0.619,0.601,1.144,0.618,-0.419,0.562,0.452,0.686,0.042,0.551,-0.656,0.609,0.96,0.653,0.598,0.749,0.961,-0.561,0.146,0.488,0.605,1.445,0.332,1.688,-0.152,1.488,0.367,-0.462,0.711,-0.236,0.912,-0.513,-0.843,0.16,0.364,0.445,-0.362,0.555
1.15,0.799,0.763,1.29,0.695,-0.33,0.687,0.483,1.107,0.042,0.221,-0.469,0.135,0.964,0.597,0.598,0.836,0.961,-0.571,-0.12,0.841,0.797,1.445,0.332,1.487,-0.053,1.899,0.52,-0.449,0.231,-0.462,0.773,-0.471,-0.843,0.16,0.364,0.193,-0.677,0.97
0.132,0.013,0.098,1.317,0.708,-0.107,0.63,0.599,0.163,0.042,1.713,-0.122,0.548,0.345,0.539,0.261,0.806,0.961,-0.566,-0.392,0.409,1.088,1.068,0.336,1.403,-0.072,1.796,0.178,-0.457,0.229,-0.409,0.89,0.046,-0.843,0.16,0.364,1.336,1.034,-0.174
0.488,0.47,-0.158,0.165,0.461,-0.544,-0.241,0.001,0.13,0.042,0.301,-1.239,0.739,0.926,0.52,1.388,-0.517,0.585,-0.573,-0.295,0.89,0.388,1.445,0.332,0.255,-0.757,1.746,0.152,-0.449,0.566,-0.424,0.03,-0.387,-0.843,0.16,0.364,-0.262,-0.463,0.14
-0.147,0.204,-0.129,1.374,1.198,-0.083,-0.015,0.121,-0.25,0.042,1.22,0.556,1.456,0.736,0.149,-0.206,-0.385,1.227,-0.557,-1.343,0.398,0.804,0.872,0.351,1.687,-0.99,0.0720924515235,0.18,-0.449,-0.156,-0.992,0.091,-1.146,-0.843,0.16,0.364,0.815,0.378,0.269
0.872,0.819,-0.194,0.461,1.225,-0.185,-0.505,-0.171,0.51,0.042,-0.31,-0.017,0.896,0.329,0.187,0.694,-1.295,0.961,-0.561,0.224,1.19,0.761,0.872,0.327,1.687,-1.186,0.938,0.348,-0.456,0.841,-0.327,0.026,0.684,-0.843,0.16,0.364,-0.873,-0.301,0.669
0.786,0.859,-0.172,0.916,1.44,-0.205,-0.346,-0.092,0.528,0.042,0.89,-0.111,1.088,0.624,0.22,0.8,-0.637,0.961,-0.562,-0.043,0.841,0.587,1.068,0.328,0.256,-1.383,1.157,0.31,-0.453,1.026,-0.351,0.513,0.102,-0.843,0.16,0.364,0.702,0.18,2.038
0.838,0.966,-0.156,1.266,1.287,-0.187,-0.24,-0.092,0.614,0.042,0.2513143946091433,0.128,1.177,-0.27,0.202,0.95,-0.283,0.961,-0.575,-0.055,0.286,1.155,1.068,0.331,-0.047,-1.634,0.934,0.369,-0.456,1.119,0.197,0.812,0.617,-0.843,0.16,0.364,1.73,0.296,1.363
1.121,1.199,-0.071,1.198,1.449,-0.196,-0.189,0.007,0.814,0.042,0.675,-0.125,1.338,0.2,0.274,1.373,-0.283,1.492,-0.576,0.244,0.061,0.792,1.068,0.325,-1.19,-1.604,1.023,0.427,-0.454,1.564,0.76,0.919,-0.115,-0.843,0.16,0.364,1.104,0.347,1.149
-0.501,0.35042033371151843,-1.037,0.061,1.013,-0.047,-0.679,-0.102,0.4284308510638298,0.042,-0.743,0.361,0.617,-1.531,-0.023,1.924,-0.966,0.696,0.432,0.33,-0.816,1.673,1.068,0.349,-1.19,-1.272,0.557,0.3359893617021276,-0.451,-0.06613652482269503,0.882,-0.529,0.961,1.47,0.08588855511188385,0.364,-1.219,1.676,-1.671
-0.277,-0.326,-0.83,0.29,0.327,-0.303,0.5043315602836879,-0.632,-0.811,0.042,-1.249,-0.292,0.358,0.431,-0.16,1.46,0.3742659574468085,0.696,-0.305,0.022,-0.408,0.527,0.872,0.335,-1.191,-1.455,1.551,-0.005,-0.444,1.051,-0.575,-0.76,0.517,-0.671,0.273,0.364,-1.512,0.595,-0.728
-0.12,-0.339,-0.776,0.313,0.873,-0.169,0.5043315602836879,-0.572,-0.406,0.042,-0.187,-0.041,0.722,0.168,-0.001,1.132,-1.026,0.696,-0.298,-0.128,-0.174,0.781,0.872,0.343,-1.191,-1.185,1.744,-0.009,-0.448,0.629,-0.501,-0.23,0.511,-0.642,0.301,0.364,-0.781,0.926,-0.38
0.279,0.299,-0.31,0.318,1.172,-0.154,-0.799,-0.572,-0.05,0.042,0.674,0.309,0.996,0.091,-0.049,0.565,-0.897,0.43,-0.297,-0.651,-0.024,0.889,0.872,0.345,-1.191,-1.147,2.0,0.197,-0.456,0.629,-0.354,0.008,-0.01,-0.499,0.385,0.364,0.006,0.171,0.336
-0.199,-0.19,-0.747,0.251,1.168,-0.043,-0.705,-0.476,-0.777,0.042,0.459,0.3,1.355,-0.7,-0.276,0.565,-0.705,0.497,-0.295,-0.192,-0.338,1.234,1.068,0.338,-1.191,-1.2,1.548,0.026,-0.452,0.471,0.455,-0.23,-0.378,-0.499,0.385,0.364,0.567,1.079,0.11
0.668,0.599,-0.27,0.172,0.79,-0.197,-0.63,-0.46,-0.094,0.042,-0.037,-0.025,0.579,0.521,-0.347,0.317,-0.839,0.696,-0.289,-0.774,-0.335,0.54,1.068,0.337,-1.191,-1.296,2.184,0.334,-0.444,0.24,-0.349,-0.088,-0.542,-0.499,0.385,0.364,-0.13,-0.493,0.45
0.176,0.138,-0.51,0.131,0.992,-0.046,-0.486,-0.413,0.132,0.042,0.49,0.522,1.03,-0.711,-0.344,0.148,-0.31,0.696,-0.283,-0.207,-0.594,1.328,1.068,0.353,-1.191,-1.128,1.915,0.091,-0.453,-0.014,-0.321,0.483,-0.473,-0.499,0.385,0.364,-0.008,0.895,0.279
0.15,0.371,-0.233,-0.412,0.625,-0.09,-0.403,-0.32,-0.254,0.042,-0.664,0.331,0.733,-0.933,-0.39,-0.02,-0.508,0.696,-0.298,0.015,-0.654,1.345,1.068,0.336,-1.191,-0.999,1.446,0.261,-0.451,-0.123,-0.213,-0.122,-0.273,-0.499,0.385,0.364,0.093,-0.038,0.377
0.239,0.513,-0.213,-0.365,0.5,-0.326,-0.322,-0.32,-0.05,0.042,-0.601,-0.425,0.733,0.711,-0.389,-0.363,-0.414,0.696,-0.294,-0.105,-0.621,0.383,1.068,0.346,-1.014,-0.859,1.498,0.245,-0.448,-0.352,-0.466,0.291,-0.523,-0.499,0.385,0.364,-0.227,-0.395,0.086
0.684,0.591,0.228,0.309,0.101,-0.032,-0.078,-0.219,0.506,0.042,0.107,0.113,0.052,0.83,-0.443,-0.363,-0.414,0.629,-0.286,0.279,-0.397,0.381,1.068,0.333,0.965,-0.625,1.682,0.36,0.137712257618,-0.56,-0.883,0.291,-1.088,-0.499,0.385,0.364,-0.586,-0.845,0.841
0.011,-0.054,-0.538,-0.369,0.808,-0.112,-0.364,-0.239,-0.166,0.042,0.488,0.252,0.561,-0.099,-0.197,-0.384,-0.692,0.43,-0.298,-0.388,-0.020948315111698614,1.005,0.872,0.335,0.969,-0.901,1.614,0.047,-0.452,-0.213,0.092,-0.086,0.159,-0.499,0.16,0.364,-0.423,0.838,-0.052
0.553,0.713,-0.118,-0.174,1.049,-0.059,-0.258,-0.19,0.408,0.042,0.086,0.299,0.542,0.05,-0.191,-0.384,-0.628,0.43,-0.294,-0.01,-1.263,1.028,0.872,0.337,0.969,-0.937,1.814,0.325,-0.452,0.159,-0.157,0.077,-0.065,-0.499,0.16,0.364,0.251,0.007,0.247
0.331,0.441,-0.236,0.254,1.404,-0.128,-0.22,-0.19,0.385,0.042,0.602,0.164,1.007,-0.605,-0.265,-0.069,-0.253,0.43,-0.303,0.052,-0.995,1.315,1.068,0.336,0.969,-0.811,1.628,0.186,-0.452,0.279,0.797,0.585,0.652,-0.499,0.16,0.364,0.276,0.829,-0.172
1.212,0.35042033371151843,0.384,0.584,0.13554063955030357,-0.036,-0.162,-0.125,1.23,0.042,-0.339,-0.012,1.159,0.222,-0.46,0.475,0.178,0.43,-0.286,-0.491,0.184,0.845,0.872,0.332,0.969,-0.698,2.19,0.577,-0.45,1.145,-0.108,1.06,-0.174,-0.499,0.16,0.364,-0.006,-0.355,0.299
0.345,0.781,-0.438,1.825,0.881,-0.024,-0.493,0.003,0.18,0.042,-0.828,0.015,0.913,-0.548,-0.265,2.198,-0.605,1.492,-0.563,0.695,-0.141,1.023,0.51,0.338,-1.191,-1.313,0.492,0.311,-0.45,-0.06613652482269503,-0.245,-0.407,1.257,-0.843,0.16,0.364,-0.397,0.386,0.442
